Gender,Education Level,Loan Purpose,Employment Status,Payment History,Country,Risk Rating,Age,Income,Credit Score,Loan Amount,Debt-to-Income Ratio,Assets Value
Female,Bachelor's,Personal,Unemployed,Poor,Singapore,High,64,101761,710,33878,0.227883563,151815
Male,Bachelor's,Business,Employed,Fair,Eritrea,Low,30,87275.8,754,39906,0.227096311,26605
Male,Bachelor's,Personal,Employed,Good,Brazil,Medium,25,58453.8,703,26813,0.126548595,276062
Non-binary,PhD,Personal,Self-employed,Fair,Mozambique,Low,46,86141,755,25914,0.109355234,24358
Male,Master's,Personal,Employed,Fair,Ghana,High,34,119363,737,31079.2,0.494260701,86464
Male,High School,Auto,Employed,Poor,Trinidad and Tobago,Medium,33,41788,723,47440,0.174452046,50781
Male,PhD,Business,Self-employed,Poor,Austria,Low,29,114835,607,49051,0.253995756,65904
Male,High School,Personal,Employed,Poor,Cote d'Ivoire,Low,20,41148,673,26392,0.383538045,99387
Non-binary,Bachelor's,Business,Unemployed,Good,Romania,Medium,42,95614,721,48435,0.439663759,163223
Non-binary,Master's,Business,Employed,Excellent,Burkina Faso,Low,57,102747,666,24982,0.404668652,273017
Male,Master's,Personal,Self-employed,Good,Cambodia,Medium,63,116550,637,26266,0.413774209,53669
Male,PhD,Personal,Employed,Fair,Georgia,Low,40,76354,727,20837.4,0.163403991,136850
Female,Master's,Business,Self-employed,Good,Lebanon,Medium,68,65140.6,663,14939,0.476755536,100820
Female,PhD,Home,Self-employed,Good,Mongolia,Low,67,48231,626,28832,0.181031995,43152
Male,High School,Business,Employed,Fair,Switzerland,Low,33,23934,610,23083,0.301930363,228926
Non-binary,High School,Auto,Employed,Fair,Azerbaijan,Low,41,45710,723,5030,0.558574366,94806.6
Female,Bachelor's,Business,Employed,Excellent,Jordan,Medium,33,65978.6,633,15139,0.504899595,280677
Female,Master's,Business,Employed,Fair,Saint Kitts and Nevis,Medium,30,45650,635,40588,0.221201955,102365
Female,Bachelor's,Business,Self-employed,Poor,Sierra Leone,Medium,39,103324,651,36782,0.584862495,100659
Non-binary,Bachelor's,Auto,Self-employed,Fair,Montenegro,Low,26,89549,777,39465,0.144843102,248344
Non-binary,High School,Business,Employed,Fair,Iran,Low,21,52161,609,44806,0.383150233,175584
Male,Master's,Personal,Employed,Good,Ecuador,Low,52,36148,632,48241,0.54782038,210792
Male,Bachelor's,Personal,Employed,Good,Peru,Medium,50,106891,742.4,25505,0.335787241,253826
Male,PhD,Home,Self-employed,Excellent,United Kingdom,Low,28,28430,694,31948,0.427879269,91469
Non-binary,PhD,Auto,Employed,Good,Anguilla,Low,50,112607,693.2,33709,0.413395742,193071
Non-binary,PhD,Personal,Self-employed,Excellent,Brazil,Low,30,57632,708.2,46324,0.593338375,251247
Female,High School,Personal,Employed,Excellent,Puerto Rico,Medium,25,44891.2,637,43848,0.127208209,236984
Female,Master's,Home,Employed,Excellent,Slovenia,Medium,60,70099,747,32497,0.555773217,297603
Female,High School,Personal,Self-employed,Good,Korea,Low,27,41832,782,41087,0.183319662,110869.6
Non-binary,Bachelor's,Home,Unemployed,Fair,Kiribati,Low,63,97991,754,29829,0.229819044,182502.2
Non-binary,PhD,Personal,Unemployed,Excellent,Guadeloupe,Medium,42,32427,722,18046,0.583790803,76643
Non-binary,Bachelor's,Business,Unemployed,Good,Gabon,Medium,20,66458,619,34875.4,0.37833926,71734
Female,High School,Auto,Self-employed,Poor,Fiji,Medium,54,98764,674,17929,0.127414835,298502
Non-binary,High School,Home,Self-employed,Good,Oman,Low,54,26450,736,22507.4,0.235211837,258184
Male,Master's,Business,Employed,Fair,Honduras,Low,21,38409,744,35008.4,0.599427293,147305
Male,High School,Home,Employed,Excellent,British Virgin Islands,Low,60,59612,610,27575,0.486583354,180041
Female,Master's,Personal,Self-employed,Poor,Turkey,Medium,21,69465,652.2,29574,0.495187873,196808
Non-binary,PhD,Personal,Self-employed,Fair,Burundi,Low,23,87787,713,23484,0.527466182,123583
Non-binary,Bachelor's,Business,Employed,Fair,Singapore,Medium,30,97222,691,7418,0.460302392,53441
Male,Master's,Personal,Self-employed,Good,Belize,Low,49,63332.6,786,31826,0.39892484,71319
Non-binary,High School,Business,Self-employed,Poor,French Guiana,Low,46,63969.4,700,33419,0.546172318,132416
Male,PhD,Auto,Unemployed,Excellent,Kiribati,Low,69,43946,662,6044,0.264764522,131750.4
Female,High School,Personal,Self-employed,Fair,Kuwait,Medium,43,95604,766,46237,0.228106863,199716
Male,Bachelor's,Business,Self-employed,Fair,Suriname,Low,56,54961,624,13330,0.449811539,132168
Non-binary,Master's,Business,Self-employed,Good,Nauru,Medium,57,65630,690,24694.4,0.285632267,105124.4
Female,Bachelor's,Auto,Self-employed,Good,Kyrgyz Republic,Low,32,106826,668,24754,0.540642406,287209
Female,PhD,Home,Self-employed,Excellent,Togo,Low,18,42308.2,733,42928,0.311967827,88122
Male,PhD,Personal,Employed,Good,Antigua and Barbuda,High,21,64124.4,610,49449,0.150887834,118343
Female,Bachelor's,Personal,Unemployed,Poor,Cameroon,Low,35,31160,634,47147,0.440227245,93502
Male,PhD,Business,Self-employed,Fair,Qatar,Low,62,89695,699,48587,0.571678135,67021
Non-binary,PhD,Personal,Self-employed,Fair,Dominican Republic,Low,47,47201,652,16609,0.425765596,198733
Non-binary,Master's,Auto,Unemployed,Fair,Saint Lucia,Low,19,31170,729,18632,0.590676625,221662
Female,Bachelor's,Auto,Self-employed,Fair,Christmas Island,Medium,35,23328,716,10184,0.280901578,95115
Female,Master's,Business,Employed,Fair,Cameroon,Low,36,87641,674,41418,0.32009916,194096
Male,High School,Business,Self-employed,Excellent,Poland,Medium,52,32227,700,47674,0.351854327,39828
Male,Master's,Business,Unemployed,Excellent,Burundi,Low,36,108087,714,20775,0.200333043,261749
Non-binary,High School,Business,Self-employed,Poor,Mexico,Low,33,44996,738,5442,0.433015432,44497
Male,High School,Home,Self-employed,Fair,Latvia,Low,45,84347,718,6056,0.56275486,46878
Female,Master's,Auto,Unemployed,Excellent,Italy,Low,63,46639,679,15687,0.377428929,49134
Male,Master's,Home,Self-employed,Good,Estonia,Low,55,76152,746,17372,0.192145534,175519
Male,High School,Home,Employed,Poor,Iraq,Low,58,79789,773,37737,0.210493847,51892
Male,High School,Business,Self-employed,Excellent,Belarus,Low,30,60396.6,771,21436.2,0.570656196,257870
Male,Master's,Auto,Employed,Poor,Mayotte,High,35,104482,689,32009,0.177287974,133845
Male,PhD,Auto,Employed,Excellent,Belgium,Medium,22,56507,616,15709,0.445939336,182862
Non-binary,PhD,Home,Unemployed,Fair,Poland,Medium,30,62988,708.4,45805,0.497815239,241518
Non-binary,Master's,Home,Unemployed,Fair,Mexico,Low,58,38715,616,36602,0.394898441,280173
Non-binary,Master's,Home,Self-employed,Poor,Israel,Low,63,56180,714,30012,0.448804913,283705
Non-binary,High School,Personal,Employed,Good,Central African Republic,Medium,59,23784,734,21784,0.401002167,121736
Non-binary,Bachelor's,Business,Self-employed,Fair,Bangladesh,Low,50,103169,701,39830,0.250483408,144829
Non-binary,PhD,Business,Employed,Fair,Georgia,Medium,56,77614.6,707,14064,0.390752239,180396
Non-binary,PhD,Business,Unemployed,Good,Martinique,Low,51,72620,685,28467,0.374714875,181932
Non-binary,High School,Business,Employed,Good,Saint Helena,Low,20,70638.8,653.6,10030,0.563865831,280719
Male,PhD,Auto,Self-employed,Excellent,Jordan,Low,38,57691.2,724.2,24788,0.398741915,90959
Non-binary,Master's,Business,Self-employed,Fair,Antigua and Barbuda,High,25,79789,688,30286,0.320383345,137310.2
Female,PhD,Personal,Unemployed,Excellent,Bhutan,Medium,45,101109,623,36811,0.478583173,137395
Male,Bachelor's,Business,Employed,Poor,Bahamas,Medium,19,66454,645.8,37403,0.305045123,149916
Non-binary,Bachelor's,Personal,Self-employed,Poor,Lesotho,Medium,23,74050.4,775,17138,0.4000144,132462.8
Non-binary,Bachelor's,Home,Employed,Good,Morocco,Low,61,91610,695.4,13516,0.39973012,115116
Non-binary,Bachelor's,Auto,Employed,Fair,Saint Kitts and Nevis,Low,24,94159,693.4,46264,0.185955649,100048
Male,High School,Personal,Employed,Good,Luxembourg,Low,59,116422,709,29756,0.331790798,152902
Male,PhD,Home,Self-employed,Fair,Papua New Guinea,High,30,70800.8,769,31783,0.456340256,143713
Female,Bachelor's,Home,Unemployed,Fair,Gambia,Low,19,82150,636,15427,0.598763014,288863
Female,PhD,Personal,Self-employed,Excellent,Bhutan,High,42,115484,728,30956,0.396570883,180666
Non-binary,PhD,Personal,Employed,Good,Honduras,Low,37,33890,652,49617,0.301008168,271452
Non-binary,Master's,Home,Employed,Poor,Austria,Low,41,84274,743,6381,0.103966871,251976
Male,PhD,Home,Unemployed,Good,Russian Federation,Low,21,77572,645.8,43877,0.418355762,183548
Female,PhD,Personal,Unemployed,Fair,Norway,Low,62,113565,626,21659,0.250296643,235286
Non-binary,High School,Personal,Self-employed,Fair,Uruguay,Low,59,102624.6,780,10752,0.266839064,236252
Female,Bachelor's,Home,Employed,Fair,Kenya,Low,50,47050,666,32980,0.352979275,153405
Non-binary,PhD,Personal,Employed,Poor,Turks and Caicos Islands,Low,33,59894.6,743,13629,0.403360395,163732
Non-binary,Bachelor's,Home,Employed,Good,Greenland,Low,51,117095,635,14535,0.120328434,136938
Non-binary,Bachelor's,Home,Self-employed,Excellent,Namibia,Low,57,101998,758,29779.8,0.492749816,60671
Non-binary,Master's,Home,Unemployed,Excellent,El Salvador,Medium,54,25474,758,48905,0.223117296,165600
Male,High School,Auto,Self-employed,Good,Liberia,Low,33,25972,626,8983,0.506151273,132115
Non-binary,Bachelor's,Personal,Unemployed,Good,Germany,Low,53,67214.8,787,24730.4,0.571271106,202439
Male,PhD,Business,Self-employed,Excellent,Lithuania,Medium,20,86297,646,40125,0.577089863,118394
Male,Bachelor's,Home,Unemployed,Excellent,Canada,Low,62,71925,785,47401,0.254428959,154928
Male,PhD,Auto,Self-employed,Poor,Ireland,Low,43,38055,764.6,41375,0.100161616,139388
Male,PhD,Home,Employed,Excellent,Guernsey,Medium,24,70374,798,37066,0.170815285,137310.2
Male,High School,Auto,Employed,Excellent,Syrian Arab Republic,Low,55,74306,781,20611,0.183701356,266944
Female,High School,Business,Self-employed,Fair,Cambodia,High,52,74697,723,25838.8,0.261508433,172134
Female,PhD,Personal,Unemployed,Excellent,Greece,Medium,48,88347,664,24756,0.238979302,118404
Female,Master's,Home,Self-employed,Excellent,Chile,Low,65,103766,671,18382,0.263386512,59526
Male,High School,Home,Employed,Poor,Puerto Rico,Medium,61,59288,695.4,5666,0.533640969,59156
Female,Bachelor's,Auto,Unemployed,Fair,Mongolia,Medium,30,115335,787,16279,0.463730885,220939
Female,Bachelor's,Business,Self-employed,Excellent,Burkina Faso,Low,39,43694,765,43086,0.463116733,75996
Male,Bachelor's,Business,Employed,Excellent,Switzerland,Low,39,95918,628,6896,0.113766141,89591.6
Non-binary,Master's,Auto,Employed,Fair,Dominican Republic,Low,38,75420,747.2,48201,0.234932869,36734
Male,High School,Auto,Employed,Good,South Africa,High,29,83444,673,23711,0.475550876,87179
Female,PhD,Personal,Unemployed,Fair,British Indian Ocean Territory (Chagos Archipelago),Low,55,31952,754,28092,0.298468219,56681
Female,PhD,Home,Unemployed,Excellent,Venezuela,Medium,66,78414,682,45100,0.151377815,196274
Female,Master's,Home,Employed,Excellent,Suriname,Low,55,83793.6,790,21785,0.108813886,255929
Non-binary,PhD,Personal,Self-employed,Excellent,Ecuador,Low,64,26265,706.6,17567,0.585156829,80487
Non-binary,PhD,Auto,Employed,Good,Russian Federation,Medium,50,25050,761,25923.6,0.195623625,151941
Male,High School,Personal,Employed,Poor,Chile,High,63,101298,687,47128,0.478893458,155006
Female,Bachelor's,Auto,Employed,Fair,Fiji,Medium,20,47571,686,18149,0.486520779,166399
Non-binary,High School,Business,Employed,Excellent,Lao People's Democratic Republic,Low,59,116059,667.4,16492,0.547462864,233788.4
Male,Master's,Auto,Self-employed,Excellent,Dominica,Low,33,72330,689,45564,0.369985115,293696
Non-binary,Bachelor's,Home,Employed,Excellent,Swaziland,High,20,62696.2,758,23870.2,0.528578158,114822
Non-binary,PhD,Auto,Unemployed,Fair,Aruba,Medium,35,110312,614,33155.4,0.345795605,198427
Non-binary,PhD,Home,Unemployed,Fair,Guinea,Medium,64,25272,710,25841,0.193065896,133620.4
Female,Bachelor's,Home,Self-employed,Poor,Belarus,Medium,27,64316.8,648,21964,0.105249151,211033
Male,Master's,Auto,Employed,Good,Serbia,Medium,44,85481,604,24727.2,0.351703516,141582
Female,High School,Personal,Employed,Fair,Costa Rica,Low,21,87388,734,21872,0.132360174,124230
Female,PhD,Home,Self-employed,Fair,Norfolk Island,Low,60,69668.8,707,20804,0.320826717,93662
Non-binary,Bachelor's,Home,Self-employed,Good,South Africa,Low,53,87114,646,15547,0.209741966,153909
Female,Master's,Personal,Unemployed,Fair,Czech Republic,Low,29,73774.4,759,11965,0.39368817,214417
Non-binary,PhD,Auto,Self-employed,Good,Jersey,High,59,92681,712,12739,0.500606688,129244
Female,Bachelor's,Personal,Unemployed,Excellent,Czech Republic,Low,25,111997,631,31481.2,0.588535091,175703
Male,Master's,Home,Unemployed,Fair,Lesotho,Low,35,109848,687,33275.4,0.412154552,166219.2
Non-binary,Bachelor's,Home,Self-employed,Good,Argentina,Medium,36,52726,678,17756,0.174964961,175090
Non-binary,High School,Home,Self-employed,Excellent,Samoa,Low,24,50312,736,40207,0.18404509,39190
Female,PhD,Business,Unemployed,Fair,Azerbaijan,Medium,18,75871,686,21257,0.461650384,104447
Non-binary,PhD,Home,Unemployed,Fair,Bermuda,Low,49,60301,618,36565,0.54140463,110959
Male,PhD,Business,Unemployed,Poor,Denmark,Low,39,91250,709,9937,0.302238338,68879
Male,High School,Home,Employed,Good,Cameroon,Medium,34,110439,720.2,27388,0.237029279,117620
Female,Bachelor's,Business,Unemployed,Excellent,Cocos (Keeling) Islands,Low,23,63317.8,762,9548,0.162088887,123338.6
Female,Master's,Home,Employed,Poor,Algeria,High,63,85326,713,11520,0.444240248,273674
Female,High School,Auto,Employed,Good,Burundi,Low,32,63392.4,722.4,27839.2,0.223829897,181100.6
Male,PhD,Home,Employed,Fair,Poland,Medium,58,68522,754,25211,0.461605719,35674
Non-binary,High School,Home,Employed,Fair,Falkland Islands (Malvinas),Low,60,21663,623,11968,0.307283996,62386
Male,High School,Home,Self-employed,Poor,British Indian Ocean Territory (Chagos Archipelago),Low,26,52624,703,24613.8,0.210273537,153851
Female,PhD,Home,Unemployed,Good,Guinea-Bissau,Low,23,108078,685,24303,0.388756273,130601
Female,PhD,Personal,Self-employed,Poor,Sierra Leone,Low,27,55571,626,44467,0.216173941,213997
Male,High School,Auto,Employed,Good,Korea,High,48,43268,798,26617,0.464648993,191919
Non-binary,Master's,Business,Employed,Good,Senegal,Low,43,84191.4,732,21981.2,0.118536393,20685
Non-binary,High School,Home,Unemployed,Poor,Kuwait,Medium,47,78249.8,750,24704,0.364057937,189825
Male,Bachelor's,Home,Unemployed,Fair,Ghana,Low,55,81915,799,8101,0.412016654,140644.8
Male,Bachelor's,Home,Self-employed,Fair,Turks and Caicos Islands,Medium,47,109410,685.8,31137,0.225751415,90629
Male,High School,Home,Employed,Poor,Malaysia,Medium,63,90467,768,12775,0.231237494,41015
Female,High School,Auto,Unemployed,Poor,Liechtenstein,Medium,67,109102,730,44974,0.49611011,142200.4
Female,PhD,Home,Employed,Poor,Indonesia,Low,48,56451,620,31745,0.262545864,173481.8
Male,PhD,Personal,Self-employed,Fair,Tuvalu,Low,25,52806,737,41069,0.385529019,33365
Male,Master's,Personal,Unemployed,Fair,Azerbaijan,Low,64,76088,695.4,13691,0.402630173,68365
Non-binary,High School,Auto,Unemployed,Fair,Norfolk Island,Medium,41,32675,694.2,33880,0.328533909,153724.8
Male,Master's,Business,Employed,Fair,Benin,Low,49,86236,699.6,22470,0.129219173,244846
Non-binary,Bachelor's,Home,Employed,Fair,France,Low,31,108294,691.8,46369,0.207144414,46297.2
Female,Bachelor's,Business,Self-employed,Poor,Peru,Low,33,48273,645,48915,0.282271962,80048
Male,Master's,Business,Employed,Fair,Gambia,Medium,69,47663,673,24198.8,0.290086524,173953
Female,PhD,Personal,Employed,Good,Iraq,Medium,31,107091,714,26663,0.326298842,270891
Non-binary,PhD,Auto,Unemployed,Good,Ethiopia,Low,47,104619,663,23798,0.284076396,232903
Female,Master's,Home,Unemployed,Excellent,Pitcairn Islands,Low,22,23851,670,45579,0.381939506,93935.8
Female,High School,Business,Unemployed,Fair,Vietnam,Low,18,83179.8,767,23714.8,0.279315604,125522
Non-binary,Bachelor's,Personal,Unemployed,Poor,Oman,Medium,23,65080.4,758,26750,0.318855139,264543
Male,Bachelor's,Home,Self-employed,Excellent,Ecuador,Low,30,23646,668,26427,0.596793825,118526
Female,PhD,Business,Unemployed,Excellent,Turkmenistan,Low,25,26218,652.2,20787,0.112757819,40990
Male,PhD,Auto,Self-employed,Poor,Lao People's Democratic Republic,Low,40,58046,653,20601,0.129046115,107970.8
Female,PhD,Business,Employed,Good,Saint Kitts and Nevis,Low,56,73233,727,11863,0.337169482,70138
Male,Master's,Business,Self-employed,Excellent,Dominican Republic,High,40,112700,682,20811,0.271392368,65671
Male,PhD,Auto,Employed,Excellent,Congo,Low,54,114020,755,39926,0.422401917,236822
Non-binary,Bachelor's,Home,Employed,Fair,Afghanistan,Medium,48,70974.4,681,34566.8,0.187311884,43062
Female,High School,Business,Employed,Excellent,Romania,Low,50,37341,716,48808,0.528709156,88340
Female,High School,Business,Unemployed,Fair,Pakistan,Low,46,37189,709.6,24517,0.134015264,27436
Female,PhD,Personal,Employed,Fair,Cocos (Keeling) Islands,Low,31,40098,625,21459,0.214769815,138700.2
Female,Bachelor's,Business,Self-employed,Good,Guernsey,Low,39,53541,749,19931,0.591467568,257415
Male,Master's,Business,Employed,Fair,Iran,Low,50,72706,646,49640,0.171230193,95641
Male,High School,Personal,Unemployed,Fair,Uzbekistan,Low,51,60768,713,12033,0.265574892,52172
Female,Master's,Home,Self-employed,Poor,Comoros,Low,41,113993,649,21476,0.561799978,112497
Male,Master's,Home,Self-employed,Good,Venezuela,Low,48,20824,751,48966,0.416718222,237789
Non-binary,High School,Personal,Unemployed,Good,Guernsey,Low,32,74591.4,630,37104,0.379930963,133761.6
Female,Bachelor's,Personal,Employed,Good,Bahrain,Low,57,119265,614,23740,0.477395296,55151
Male,PhD,Home,Employed,Poor,Sao Tome and Principe,Medium,51,91688,655,33231.4,0.227401684,195705.6
Female,High School,Auto,Employed,Excellent,Romania,Low,52,51087,710,12276,0.155693237,133498
Non-binary,Bachelor's,Auto,Employed,Good,Gambia,Low,27,101738,767,34941,0.133589186,231020
Non-binary,Bachelor's,Auto,Self-employed,Excellent,Sao Tome and Principe,Medium,27,118415,771,27815,0.186212532,72207
Female,PhD,Personal,Self-employed,Good,India,Medium,60,97627,747,36246,0.336593588,44291
Non-binary,Bachelor's,Business,Unemployed,Poor,Grenada,Low,59,43424,733,11171,0.290728025,128722.6
Male,PhD,Home,Self-employed,Fair,Turkmenistan,Low,28,50280,727,34925,0.395410577,28148
Male,High School,Auto,Employed,Good,Belize,Low,28,29684,662,35015,0.31206895,136144
Non-binary,PhD,Home,Self-employed,Fair,Mongolia,Low,24,75008,711,26250,0.206972394,41526
Male,Bachelor's,Home,Self-employed,Fair,Japan,Medium,54,117972,685,16528,0.536356968,259331
Non-binary,High School,Personal,Unemployed,Good,Japan,Low,61,43958,710,26355,0.174634896,235682
Female,PhD,Home,Employed,Fair,Timor-Leste,Low,64,48906,627,7733,0.365550641,73698
Non-binary,Master's,Auto,Self-employed,Fair,Guinea-Bissau,Medium,35,27824,756,24856,0.144471781,152235
Male,Master's,Auto,Unemployed,Fair,Pitcairn Islands,Low,48,61556,797,40132,0.459029869,140994.8
Female,Master's,Business,Self-employed,Excellent,Mauritius,Low,24,67407.8,708,13234,0.104395395,251083
